UserID,SessionID,Timestamp,EventType,ProductID,Amount,Outcome,product_name,product_price,price_behavioral
1,4,2024-03-30 23:57:26.855174,login,,,Not_Purchased,Cotton T-Shirt,447,904.0
1,4,2024-01-04 09:25:49.705624,add_to_cart,prod_1102,,Not_Purchased,Running Shoes,6313,12087.0
1,4,2024-07-15 16:15:52.074487,purchase,prod_9886,7.677937741600427,purchase,Gaming Mouse,1519,2680.0
1,4,2024-04-11 12:12:05.556512,page_view,,,Not_Purchased,Smart Watch,2582,5872.0
1,4,2024-01-02 00:15:51.420238,add_to_cart,prod_6144,,Not_Purchased,Yoga Mat,1861,3640.0
1,4,2024-03-19 08:57:34.658875,add_to_cart,prod_5644,,Not_Purchased,Yoga Mat,2434,5035.0
1,5,2024-01-19 16:51:29.413903,purchase,prod_6690,149.27004735392265,purchase,Headphones,3428,5206.0
1,5,2024-03-26 15:44:57.294463,login,,,Not_Purchased,Laptop Backpack,1931,4089.0
1,5,2024-01-03 23:51:05.729189,logout,,,Not_Purchased,Running Shoes,4378,9247.0
1,5,2024-06-27 07:40:55.374830,purchase,prod_9946,359.58913623256626,purchase,Cotton T-Shirt,1199,2538.0
1,5,2024-06-14 21:48:43.125311,page_view,,,Not_Purchased,Phone Case,588,1437.0
1,5,2024-06-02 21:02:38.157739,click,,,Not_Purchased,Gaming Mouse,847,1848.0
1,5,2024-03-07 03:03:13.896282,product_view,prod_5175,,Not_Purchased,Yoga Mat,2444,4545.0
1,5,2024-04-10 13:43:05.891055,purchase,prod_5113,454.1052765032477,purchase,Office Chair,11740,22741.0
1,5,2024-02-17 19:31:30.144156,purchase,prod_2362,35.606155713957904,purchase,USB Cable,330,725.0
1,6,2024-04-03 16:09:16.206551,add_to_cart,prod_4614,,Not_Purchased,Cotton T-Shirt,674,1052.0
1,6,2024-06-02 08:21:36.708797,product_view,prod_7475,,Not_Purchased,Gaming Mouse,3747,8119.0
1,6,2024-03-23 07:49:14.988877,logout,,,Not_Purchased,Sunglasses,2786,6047.0
1,6,2024-03-21 10:26:12.092920,add_to_cart,prod_3223,,Not_Purchased,Wireless Earbuds,3888,6650.0
1,6,2024-03-18 21:56:10.116916,add_to_cart,prod_1192,,Not_Purchased,Running Shoes,3280,5343.0
1,6,2024-04-06 00:24:04.366632,add_to_cart,prod_8028,,Not_Purchased,Sports Water Bottle,789,1432.0
1,6,2024-06-15 04:30:08.607016,product_view,prod_9542,,Not_Purchased,Running Shoes,3553,6622.0
1,6,2024-04-09 20:07:05.800551,page_view,,,Not_Purchased,Digital Alarm Clock,821,1700.0
1,7,2024-01-17 08:27:34.705063,add_to_cart,prod_5915,,Not_Purchased,Laptop Backpack,2951,5721.0
1,7,2024-07-18 01:56:58.108233,product_view,prod_3548,,Not_Purchased,Wallet,605,1505.0
1,7,2024-01-28 08:26:04.060285,product_view,prod_1392,,Not_Purchased,Yoga Mat,1261,2020.0
1,7,2024-04-26 18:16:33.768392,add_to_cart,prod_5032,,Not_Purchased,Cotton T-Shirt,569,972.0
1,7,2024-04-27 18:46:07.943502,add_to_cart,prod_8998,,Not_Purchased,Fitness Band,3169,5265.0
1,7,2024-05-30 23:54:59.607697,add_to_cart,prod_9103,,Not_Purchased,Power Bank,2204,4745.0
1,7,2024-03-14 14:34:11.572553,add_to_cart,prod_2436,,Not_Purchased,Laptop Backpack,2296,4026.0
1,7,2024-04-02 11:31:53.822525,product_view,prod_5109,,Not_Purchased,Fitness Band,3570,7020.0
1,8,2024-03-12 12:49:18.901160,logout,,,Not_Purchased,Office Chair,14739,25711.0
1,8,2024-04-02 21:22:55.148412,product_view,prod_3790,,Not_Purchased,Fitness Band,2434,4038.0
1,8,2024-05-07 01:23:23.102360,page_view,,,Not_Purchased,Running Shoes,3995,6433.0
1,8,2024-01-13 19:09:28.166082,product_view,prod_9816,,Not_Purchased,Yoga Mat,1825,3935.0
1,8,2024-07-18 14:43:52.480919,page_view,,,Not_Purchased,Smart Watch,8229,13481.0
1,8,2024-05-05 14:33:28.070529,login,,,Not_Purchased,Wallet,2175,3690.0
1,8,2024-01-04 17:09:29.677060,click,,,Not_Purchased,Phone Case,1118,2089.0
1,8,2024-02-26 22:44:58.872047,login,,,Not_Purchased,Headphones,1910,4433.0
1,8,2024-03-07 17:56:51.547697,logout,,,Not_Purchased,Bluetooth Speaker,4221,6741.0
1,8,2024-04-06 16:05:37.008622,login,,,Not_Purchased,Bluetooth Speaker,2391,5590.0
1,9,2024-02-08 19:45:50.281997,page_view,,,Not_Purchased,LED Table Lamp,1320,2107.0
1,9,2024-04-25 22:28:12.923897,product_view,prod_8690,,Not_Purchased,USB Cable,381,944.0
1,9,2024-06-09 23:14:38.865203,add_to_cart,prod_8685,,Not_Purchased,Headphones,1481,2916.0
1,9,2024-01-06 04:33:39.275154,page_view,,,Not_Purchased,Sports Water Bottle,710,1759.0
1,9,2024-03-16 05:05:39.027675,purchase,prod_3149,457.6279672342614,purchase,Smart Watch,7117,14980.0
1,9,2024-06-27 04:30:04.344369,add_to_cart,prod_8010,,Not_Purchased,USB Cable,500,1120.0
1,9,2024-04-02 02:47:41.587589,product_view,prod_5478,,Not_Purchased,Wallet,2144,3300.0
1,9,2024-06-07 15:23:28.840982,purchase,prod_9687,459.3386403923263,purchase,Digital Alarm Clock,2744,4892.0
1,10,2024-02-27 23:10:22.034384,login,,,Not_Purchased,Bluetooth Speaker,2759,4470.0
1,10,2024-05-10 20:23:09.898996,login,,,Not_Purchased,Gaming Mouse,2624,4713.0
1,10,2024-04-14 06:04:30.465499,add_to_cart,prod_2662,,Not_Purchased,Office Chair,11525,18656.0
1,10,2024-05-11 19:41:14.098535,logout,,,Not_Purchased,Running Shoes,5565,10117.0
1,10,2024-07-22 20:10:14.181302,add_to_cart,prod_7361,,Not_Purchased,Cotton T-Shirt,959,1836.0
2,1,2024-04-12 18:27:01.894791,logout,,,Not_Purchased,Sunglasses,761,1190.0
2,1,2024-02-03 17:18:00.587124,click,,,Not_Purchased,Office Chair,3729,8176.0
2,1,2024-02-09 15:02:50.207177,page_view,,,Not_Purchased,Yoga Mat,830,1715.0
2,1,2024-03-09 21:41:01.985686,purchase,prod_9140,262.5236986694382,purchase,Smart Watch,4992,8813.0
2,1,2024-04-15 13:50:07.628509,logout,,,Not_Purchased,Sports Water Bottle,450,910.0
2,1,2024-03-22 11:13:58.343928,login,,,Not_Purchased,Yoga Mat,1375,2192.0
2,1,2024-01-04 03:53:06.596449,logout,,,Not_Purchased,USB Cable,536,1113.0
2,2,2024-03-10 13:57:27.202804,page_view,,,Not_Purchased,Smart Watch,9040,21961.0
2,2,2024-05-15 11:03:04.323364,logout,,,Not_Purchased,LED Table Lamp,2256,4103.0
2,2,2024-07-19 08:55:51.249092,add_to_cart,prod_6847,,Not_Purchased,Running Shoes,2781,6028.0
2,2,2024-05-17 02:05:44.283052,login,,,Not_Purchased,USB Cable,499,814.0
2,2,2024-02-23 01:38:55.984961,purchase,prod_4500,199.35696936503544,purchase,Headphones,4463,9891.0
2,2,2024-01-25 23:29:19.998646,page_view,,,Not_Purchased,Power Bank,2790,4992.0
2,2,2024-04-16 05:04:41.305679,purchase,prod_9382,130.052527996474,purchase,Smart Watch,7618,12823.0
2,2,2024-04-10 21:19:06.834986,page_view,,,Not_Purchased,Running Shoes,3629,7572.0
2,3,2024-01-03 01:39:14.214806,click,,,Not_Purchased,Smart Watch,7967,12111.0
2,3,2024-03-26 17:29:34.941192,logout,,,Not_Purchased,Fitness Band,1957,4558.0
2,3,2024-03-06 10:57:15.847774,login,,,Not_Purchased,Phone Case,250,376.0
2,3,2024-04-08 15:31:28.658968,add_to_cart,prod_9809,,Not_Purchased,LED Table Lamp,1126,2452.0
2,3,2024-07-09 09:21:34.525300,add_to_cart,prod_4092,,Not_Purchased,Travel Bag,3907,6915.0
2,3,2024-01-20 07:23:41.874270,purchase,prod_5291,92.79021854337398,purchase,LED Table Lamp,939,2099.0
2,4,2024-01-01 14:07:40.491141,add_to_cart,prod_8372,,Not_Purchased,Gaming Mouse,2154,5304.0
2,4,2024-07-16 05:29:59.614176,add_to_cart,prod_2292,,Not_Purchased,Wallet,409,715.0
2,4,2024-07-10 23:21:53.591976,add_to_cart,prod_7594,,Not_Purchased,Laptop Backpack,1457,3025.0
2,4,2024-05-23 12:18:17.851964,add_to_cart,prod_9583,,Not_Purchased,Wallet,1127,2358.0
2,4,2024-06-11 01:15:35.850312,page_view,,,Not_Purchased,Power Bank,942,1952.0
2,5,2024-05-26 22:07:42.274155,add_to_cart,prod_4777,,Not_Purchased,Power Bank,3373,5812.0
2,5,2024-01-07 19:39:45.981693,login,,,Not_Purchased,Wallet,2172,5327.0
2,5,2024-07-11 16:49:57.818345,purchase,prod_9575,112.32094388676128,purchase,LED Table Lamp,1084,2111.0
2,5,2024-06-29 12:21:11.888986,page_view,,,Not_Purchased,Bluetooth Speaker,5075,11908.0
2,5,2024-03-27 13:08:44.012977,logout,,,Not_Purchased,USB Cable,446,981.0
2,5,2024-04-13 10:12:43.958189,add_to_cart,prod_7874,,Not_Purchased,Fitness Band,2107,3787.0
2,5,2024-03-23 09:02:58.789878,login,,,Not_Purchased,LED Table Lamp,2429,5620.0
2,6,2024-04-12 21:11:09.711276,add_to_cart,prod_9276,,Not_Purchased,Smart Watch,6107,11582.0
2,6,2024-07-18 18:03:40.390964,product_view,prod_3943,,Not_Purchased,Sunglasses,1402,3338.0
2,6,2024-03-14 00:47:08.622770,add_to_cart,prod_4323,,Not_Purchased,Sunglasses,1325,2758.0
2,6,2024-02-13 17:14:35.335386,click,,,Not_Purchased,Office Chair,7480,17815.0
2,6,2024-07-14 02:55:56.708843,login,,,Not_Purchased,Travel Bag,2700,5920.0
2,6,2024-07-07 04:11:16.992828,purchase,prod_9879,127.47496301478664,purchase,Laptop Backpack,3772,8394.0
2,6,2024-02-29 03:58:00.339347,purchase,prod_6559,136.8863327997475,purchase,Sunglasses,2766,5536.0
2,6,2024-06-19 18:14:15.645779,add_to_cart,prod_9788,,Not_Purchased,Yoga Mat,2097,5150.0
2,7,2024-05-08 00:58:53.917678,purchase,prod_1607,176.5691854935053,purchase,Sports Water Bottle,1193,2558.0
2,7,2024-06-11 03:46:25.004186,purchase,prod_1131,241.24229853836383,purchase,Laptop Backpack,3538,6807.0
2,7,2024-03-17 00:19:28.088057,login,,,Not_Purchased,Sunglasses,880,1854.0
2,7,2024-07-03 03:04:26.187641,click,,,Not_Purchased,USB Cable,348,529.0
2,7,2024-07-22 08:54:54.594265,login,,,Not_Purchased,Office Chair,12978,23381.0
2,7,2024-04-20 10:56:29.739059,click,,,Not_Purchased,Phone Case,912,1970.0
2,7,2024-05-30 05:09:49.756099,product_view,prod_7752,,Not_Purchased,Office Chair,9437,16893.0
2,7,2024-05-10 15:03:18.347073,page_view,,,Not_Purchased,Bluetooth Speaker,1901,4026.0
2,7,2024-01-07 08:29:00.313651,purchase,prod_6365,186.82975650819927,purchase,Gaming Mouse,2448,4722.0
2,8,2024-04-28 11:51:43.819505,add_to_cart,prod_9795,,Not_Purchased,Fitness Band,2653,4339.0
2,8,2024-04-22 16:29:23.433213,click,,,Not_Purchased,Bluetooth Speaker,3696,6646.0
2,8,2024-06-10 23:03:44.031960,add_to_cart,prod_1139,,Not_Purchased,Bluetooth Speaker,5676,11749.0
2,8,2024-05-25 10:32:18.634117,page_view,,,Not_Purchased,Sunglasses,1659,3469.0
2,8,2024-07-14 05:49:04.184111,logout,,,Not_Purchased,Fitness Band,5857,12149.0
2,8,2024-05-27 18:58:12.714774,logout,,,Not_Purchased,Running Shoes,3642,7842.0
2,8,2024-03-31 16:25:09.887269,logout,,,Not_Purchased,Phone Case,399,859.0
2,8,2024-06-21 10:02:32.542190,purchase,prod_7990,107.78039914003529,purchase,Running Shoes,4823,9315.0
2,9,2024-06-26 13:08:27.178633,add_to_cart,prod_8080,,Not_Purchased,Running Shoes,2326,5574.0
2,9,2024-02-25 11:28:02.101002,add_to_cart,prod_7470,,Not_Purchased,USB Cable,429,801.0
2,9,2024-05-08 08:13:20.156366,page_view,,,Not_Purchased,Laptop Backpack,3536,6845.0
2,9,2024-06-11 05:33:56.034399,click,,,Not_Purchased,Office Chair,5542,13256.0
2,9,2024-01-11 16:46:37.035492,click,,,Not_Purchased,Digital Alarm Clock,1187,2737.0
2,9,2024-07-18 22:27:52.268979,page_view,,,Not_Purchased,Yoga Mat,2461,5424.0
2,10,2024-06-26 10:50:55.574867,product_view,prod_3728,,Not_Purchased,Laptop Backpack,3708,5934.0
2,10,2024-02-11 23:32:21.008069,click,,,Not_Purchased,Cotton T-Shirt,985,2383.0
2,10,2024-07-12 11:55:55.120663,click,,,Not_Purchased,Office Chair,10748,23799.0
2,10,2024-05-23 13:28:22.774306,login,,,Not_Purchased,Laptop Backpack,2140,5348.0
2,10,2024-05-12 07:56:09.738166,purchase,prod_3548,411.0817576605284,purchase,Yoga Mat,1026,1692.0
2,10,2024-06-08 23:07:18.777173,add_to_cart,prod_1159,,Not_Purchased,Sports Water Bottle,604,1430.0
2,10,2024-02-01 13:04:02.540578,product_view,prod_6444,,Not_Purchased,Digital Alarm Clock,2657,4417.0
2,10,2024-05-16 17:05:41.993969,add_to_cart,prod_8896,,Not_Purchased,Phone Case,322,681.0
2,10,2024-03-31 19:01:37.632212,purchase,prod_5105,491.64466874014073,purchase,Travel Bag,7010,11383.0
3,1,2024-02-24 16:32:31.726926,login,,,Not_Purchased,Laptop Backpack,3129,7347.0
3,1,2024-05-06 17:48:48.834975,add_to_cart,prod_2570,,Not_Purchased,USB Cable,443,1022.0
3,1,2024-06-01 06:04:55.937597,purchase,prod_1562,481.21558835328943,purchase,Cotton T-Shirt,1068,2210.0
3,1,2024-02-21 04:48:29.960743,logout,,,Not_Purchased,Power Bank,2321,4427.0
3,1,2024-01-30 18:28:14.469549,logout,,,Not_Purchased,USB Cable,322,505.0
3,1,2024-01-08 18:58:15.373794,click,,,Not_Purchased,LED Table Lamp,1359,2986.0
3,2,2024-01-18 19:42:30.278486,login,,,Not_Purchased,Bluetooth Speaker,4087,7984.0
3,2,2024-05-27 05:05:24.579474,page_view,,,Not_Purchased,Digital Alarm Clock,775,1722.0
3,2,2024-03-09 23:27:02.333537,logout,,,Not_Purchased,Sports Water Bottle,707,1673.0
3,2,2024-01-28 23:19:16.739808,add_to_cart,prod_1741,,Not_Purchased,Sunglasses,1923,4760.0
3,2,2024-02-20 03:56:23.128023,logout,,,Not_Purchased,Power Bank,2194,5169.0
3,2,2024-06-29 12:50:47.787900,click,,,Not_Purchased,Phone Case,1127,1704.0
3,3,2024-06-07 14:01:10.569403,logout,,,Not_Purchased,Yoga Mat,2410,4483.0
3,3,2024-06-12 21:46:00.976237,page_view,,,Not_Purchased,Wallet,1065,2375.0
3,3,2024-02-08 22:22:33.690649,product_view,prod_9768,,Not_Purchased,Bluetooth Speaker,2356,3938.0
3,3,2024-03-14 13:24:58.763039,page_view,,,Not_Purchased,Running Shoes,4100,8286.0
3,3,2024-05-23 23:03:31.991436,click,,,Not_Purchased,Phone Case,551,856.0
3,4,2024-07-07 21:23:11.190419,purchase,prod_6789,76.2853241409053,purchase,Phone Case,460,782.0
3,4,2024-02-24 22:49:48.532948,logout,,,Not_Purchased,Smart Watch,4947,7512.0
3,4,2024-07-02 18:07:05.554404,purchase,prod_4273,36.63559899640465,purchase,Digital Alarm Clock,1151,2640.0
3,4,2024-03-10 23:58:41.964091,login,,,Not_Purchased,LED Table Lamp,2285,3939.0
3,4,2024-04-16 23:27:43.588344,purchase,prod_6548,101.59811425700028,purchase,Smart Watch,2967,5475.0
3,5,2024-06-15 21:43:08.126535,click,,,Not_Purchased,Bluetooth Speaker,3374,8192.0
3,5,2024-04-06 04:10:54.140220,purchase,prod_5303,389.6233604915428,purchase,Wallet,646,1424.0
3,5,2024-01-24 16:28:59.991986,logout,,,Not_Purchased,USB Cable,311,476.0
3,5,2024-03-06 18:30:19.234053,logout,,,Not_Purchased,Wallet,738,1229.0
3,5,2024-04-18 00:51:26.567325,login,,,Not_Purchased,Wireless Earbuds,3898,8270.0
3,5,2024-05-18 15:29:29.934620,product_view,prod_1588,,Not_Purchased,USB Cable,298,619.0
3,5,2024-01-10 06:10:16.197746,login,,,Not_Purchased,Smart Watch,4273,7426.0
3,5,2024-01-28 04:05:50.814865,product_view,prod_5314,,Not_Purchased,Digital Alarm Clock,1774,4318.0
3,5,2024-04-01 01:12:42.838744,click,,,Not_Purchased,Digital Alarm Clock,1843,3896.0
3,6,2024-04-27 20:06:19.927665,add_to_cart,prod_5041,,Not_Purchased,Sports Water Bottle,1043,2123.0
3,6,2024-04-23 08:56:50.055091,click,,,Not_Purchased,Bluetooth Speaker,4675,9770.0
3,6,2024-05-26 22:19:17.918067,logout,,,Not_Purchased,Laptop Backpack,2596,5789.0
3,6,2024-03-27 13:26:14.239082,logout,,,Not_Purchased,Running Shoes,2984,5407.0
3,6,2024-05-26 20:44:16.469319,logout,,,Not_Purchased,Cotton T-Shirt,774,1469.0
3,6,2024-06-27 00:52:47.546251,page_view,,,Not_Purchased,USB Cable,488,834.0
3,6,2024-07-22 23:29:13.322189,add_to_cart,prod_4877,,Not_Purchased,Sunglasses,1052,1774.0
3,7,2024-07-23 17:38:50.228803,product_view,prod_1260,,Not_Purchased,Travel Bag,6868,16788.0
3,7,2024-06-11 19:40:27.684378,add_to_cart,prod_5005,,Not_Purchased,Gaming Mouse,2861,6407.0
3,7,2024-07-12 18:57:15.190477,product_view,prod_2741,,Not_Purchased,Wireless Earbuds,3330,6628.0
3,7,2024-05-03 00:09:03.145047,add_to_cart,prod_7092,,Not_Purchased,Travel Bag,7511,12975.0
3,7,2024-01-23 18:04:26.951982,purchase,prod_6899,427.3414061512343,purchase,Office Chair,5029,8823.0
3,8,2024-06-20 08:35:51.747143,product_view,prod_7659,,Not_Purchased,Sports Water Bottle,384,598.0
3,8,2024-03-16 12:10:31.789639,add_to_cart,prod_3774,,Not_Purchased,Sports Water Bottle,1160,2244.0
3,8,2024-01-05 15:44:25.330449,logout,,,Not_Purchased,Headphones,1125,2038.0
3,8,2024-04-07 17:14:32.213092,product_view,prod_5498,,Not_Purchased,Digital Alarm Clock,1063,2335.0
3,8,2024-07-05 19:59:16.864440,click,,,Not_Purchased,Wireless Earbuds,3528,6625.0
3,9,2024-03-12 23:45:47.150906,page_view,,,Not_Purchased,Smart Watch,7676,12893.0
3,9,2024-07-13 05:08:47.623843,page_view,,,Not_Purchased,Phone Case,787,1200.0
3,9,2024-05-06 13:47:17.595416,page_view,,,Not_Purchased,LED Table Lamp,2209,3462.0
3,9,2024-04-26 21:34:38.902083,logout,,,Not_Purchased,Fitness Band,4951,10790.0
3,9,2024-07-17 01:22:46.884160,click,,,Not_Purchased,Running Shoes,4701,9184.0
3,9,2024-06-17 08:57:30.388643,product_view,prod_3311,,Not_Purchased,USB Cable,272,554.0
3,10,2024-04-07 10:35:40.889436,click,,,Not_Purchased,LED Table Lamp,1406,3370.0
3,10,2024-02-10 03:48:56.471082,add_to_cart,prod_8038,,Not_Purchased,Office Chair,12859,32023.0
3,10,2024-07-14 06:58:52.257615,click,,,Not_Purchased,USB Cable,518,889.0
3,10,2024-06-02 15:30:16.348204,add_to_cart,prod_4885,,Not_Purchased,Travel Bag,6034,13052.0
3,10,2024-05-25 07:28:14.602674,add_to_cart,prod_2488,,Not_Purchased,Laptop Backpack,2200,3879.0
3,10,2024-07-07 09:27:25.734521,page_view,,,Not_Purchased,Headphones,2096,3187.0
3,10,2024-04-23 23:28:02.863147,product_view,prod_9691,,Not_Purchased,Bluetooth Speaker,5982,13510.0
3,10,2024-02-14 10:49:22.406027,page_view,,,Not_Purchased,Smart Watch,6181,11250.0
3,10,2024-05-27 00:19:11.989873,add_to_cart,prod_6597,,Not_Purchased,Sunglasses,2409,4537.0
3,10,2024-05-29 06:03:34.877257,product_view,prod_2022,,Not_Purchased,Wireless Earbuds,3176,6632.0
4,1,2024-03-19 13:02:34.412996,purchase,prod_1390,143.38775954510578,purchase,Headphones,4955,11550.0
4,1,2024-02-07 07:12:44.640038,logout,,,Not_Purchased,Wallet,2046,4356.0
4,1,2024-05-03 11:50:41.495892,click,,,Not_Purchased,USB Cable,201,477.0
4,1,2024-01-31 02:37:02.571416,click,,,Not_Purchased,Cotton T-Shirt,1164,2064.0
4,1,2024-01-18 10:59:48.095241,click,,,Not_Purchased,Sunglasses,1569,3606.0
4,1,2024-02-19 18:43:54.601566,page_view,,,Not_Purchased,Wireless Earbuds,2737,4614.0
4,1,2024-05-25 07:27:38.769167,add_to_cart,prod_8561,,Not_Purchased,Bluetooth Speaker,4124,10115.0
4,1,2024-04-29 10:46:00.569568,purchase,prod_2164,359.6841878144608,purchase,Smart Watch,5112,11182.0
4,1,2024-04-27 13:43:13.587349,page_view,,,Not_Purchased,Power Bank,1961,3364.0
4,2,2024-04-07 01:37:13.787738,add_to_cart,prod_6238,,Not_Purchased,Wireless Earbuds,4526,11077.0
4,2,2024-03-05 12:17:53.811493,logout,,,Not_Purchased,Smart Watch,3179,7092.0
4,2,2024-04-28 17:19:05.958317,page_view,,,Not_Purchased,Smart Watch,9832,17245.0
4,2,2024-05-30 20:45:22.946727,page_view,,,Not_Purchased,Cotton T-Shirt,1016,1741.0
4,2,2024-03-06 06:05:02.541455,login,,,Not_Purchased,Office Chair,10362,20913.0
4,3,2024-05-12 00:36:04.498677,add_to_cart,prod_9427,,Not_Purchased,LED Table Lamp,1130,1724.0
4,3,2024-06-23 09:50:18.852464,login,,,Not_Purchased,Wallet,1026,1752.0
4,3,2024-05-02 20:21:42.808627,add_to_cart,prod_7274,,Not_Purchased,Power Bank,2941,5660.0
4,3,2024-02-16 03:16:35.355712,add_to_cart,prod_1120,,Not_Purchased,Bluetooth Speaker,5033,9433.0
4,3,2024-03-26 22:38:49.413367,product_view,prod_6752,,Not_Purchased,Wireless Earbuds,4515,8866.0
4,3,2024-02-09 14:02:05.227918,page_view,,,Not_Purchased,USB Cable,384,683.0
4,3,2024-07-11 02:18:06.352619,product_view,prod_4580,,Not_Purchased,Running Shoes,2166,4520.0
4,3,2024-04-01 16:53:57.739832,page_view,,,Not_Purchased,Office Chair,3064,7243.0
4,3,2024-05-11 12:17:13.106362,click,,,Not_Purchased,Headphones,4924,7965.0
4,4,2024-04-09 19:50:36.765391,page_view,,,Not_Purchased,Phone Case,318,642.0
4,4,2024-03-20 21:29:31.356171,logout,,,Not_Purchased,Wallet,704,1149.0
4,4,2024-03-31 23:43:23.244487,page_view,,,Not_Purchased,Wallet,911,2020.0
4,4,2024-02-09 22:08:51.925470,login,,,Not_Purchased,Cotton T-Shirt,1468,2783.0
4,4,2024-07-03 06:34:38.121511,logout,,,Not_Purchased,LED Table Lamp,1744,3602.0
4,4,2024-04-15 15:39:02.999779,add_to_cart,prod_7843,,Not_Purchased,Wireless Earbuds,2136,3595.0
4,4,2024-03-08 10:39:57.602170,product_view,prod_1526,,Not_Purchased,Running Shoes,6111,10052.0
4,4,2024-07-21 05:09:06.679250,purchase,prod_2837,420.4220392158971,purchase,Travel Bag,3253,6467.0
4,4,2024-02-01 12:33:59.812604,login,,,Not_Purchased,Power Bank,2135,3962.0
4,5,2024-04-16 17:01:59.235324,page_view,,,Not_Purchased,Headphones,3756,9166.0
4,5,2024-01-28 09:19:43.994239,product_view,prod_6197,,Not_Purchased,Travel Bag,7723,17495.0
4,5,2024-05-26 03:37:27.335336,page_view,,,Not_Purchased,Office Chair,4233,9519.0
4,5,2024-06-05 15:30:36.863346,purchase,prod_6825,124.24200980482244,purchase,Office Chair,13844,33277.0
4,5,2024-04-19 18:00:29.190164,logout,,,Not_Purchased,Sports Water Bottle,972,1539.0
4,5,2024-07-15 05:57:55.291991,login,,,Not_Purchased,Sports Water Bottle,797,1636.0
4,5,2024-03-17 06:07:35.029615,page_view,,,Not_Purchased,LED Table Lamp,1846,3848.0
4,5,2024-06-27 09:06:54.464858,add_to_cart,prod_2058,,Not_Purchased,Cotton T-Shirt,1250,3077.0
4,5,2024-04-01 12:09:08.946633,add_to_cart,prod_1701,,Not_Purchased,Office Chair,11211,20092.0
4,5,2024-03-08 04:45:14.274422,login,,,Not_Purchased,Digital Alarm Clock,2846,4954.0
4,6,2024-03-22 12:20:48.841658,login,,,Not_Purchased,Wallet,2296,3674.0
4,6,2024-06-06 18:11:42.683689,click,,,Not_Purchased,Wireless Earbuds,1788,2711.0
4,6,2024-06-22 00:22:45.377470,login,,,Not_Purchased,Sports Water Bottle,470,1142.0
4,6,2024-04-17 07:26:42.039786,purchase,prod_4825,120.36236236814712,purchase,Sports Water Bottle,1053,2285.0
4,6,2024-03-12 18:48:29.455206,login,,,Not_Purchased,Wallet,454,1037.0
